title,price_ngn,listing_type,area,neighbourhood,address,bedrooms,bathrooms,toilets,property_type,description,pid,date_added,last_updated,source_url
1 Bedroom Apartment,2000000,rent,Kubwa,Kubwa,F14 District Kubwa Abuja,1,2,2,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PHRT,24-Mar-26,24-Apr-26,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-f14-district-kubwa-abuja-3PHRT
3 Bedroom Flat,3500000,rent,Kubwa,Kubwa,Nepa Road Kubwa Abuja,3,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",0PJPZ,01-Apr-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-nepa-road-kubwa-abuja-0PJPZ
2 Bedroom Flat,3000000,rent,Kubwa,Kubwa,F14 District Kubwa Abuja,2,2,2,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",0PLEG,16-Apr-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-f14-district-kubwa-abuja-0PLEG
3 Bedroom Flat,3500000,rent,Kubwa,Kubwa,Phase 4 Kubwa Abuja,3,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",9PKMB,10-Apr-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-phase-4-kubwa-abuja-9PKMB
2 Bedroom Apartment,2500000,rent,Kubwa,Kubwa,F14 District Kubwa Abuja,2,2,2,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7PHRY,24-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-f14-district-kubwa-abuja-7PHRY
3 Bedroom Bungalow,3000000,rent,Kubwa,Kubwa,Fcda Kubwa Abuja,3,3,3,Bungalow,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PKQF,11-Apr-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-house-for-rent-fcda-kubwa-abuja-8PKQF
Newly Built 2 Bedroom Flat,3500000,rent,Kubwa,Kubwa,F14 District Close To Dantata Estate Kubwa Abuja,2,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PHEP,19-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-f14-district-close-to-dantata-estate-kubwa-abuja-8PHEP
Newly Built 2 Bedroom Terrace Duplex,4500000,rent,Kubwa,Kubwa,"Phase 4, F14 District Kubwa Abuja",2,3,3,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PLDG,16-Apr-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-rent-phase-4-f14-district-kubwa-abuja-8PLDG
Newly Built 5 Bedroom Duplex,160000000,rent,Kubwa,Kubwa,Military Pension Board Fo1 Layout Kubwa Abuja,5,,,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",6PGCP,10-Mar-26,24-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-rent-military-pension-board-fo1-layout-kubwa-abuja-6PGCP
2 Bedroom Apartment,4500000,rent,Dawaki,Dawaki,Dawaki Abuja,2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PGCG,10-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-rent-dawaki-abuja-3PGCG
4 Bedroom Bungalow,6000000,rent,Dawaki,Dawaki,Dawaki Abuja,4,4,4,Bungalow,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PGCF,10-Mar-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-dawaki-abuja-1PGCF
2 Bedroom Flat,3000000,rent,Dawaki,Dawaki,"Dawaki By News Engineering, Dawaki, Abuja Dawaki Abuja",2,2,2,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7PHDF,18-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-dawaki-by-news-engineering-dawaki-abuja-dawaki-abuja-7PHDF
Newly Built 3bedroom Flat,5500000,rent,Dawaki,Dawaki,"Dawaki News Engineering, Dawaki, Abuja Dawaki Abuja",3,3,4,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PLLS,18-Apr-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-dawaki-news-engineering-dawaki-abuja-dawaki-abuja-3PLLS
Newly Built 2bedroom Flat (tarred Road),4000000,rent,Dawaki,Dawaki,"Dawaki By News Engineering, Dawaki, Abuja Dawaki Abuja",2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PLVW,22-Apr-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-dawaki-by-news-engineering-dawaki-abuja-dawaki-abuja-1PLVW
Self Contain,1100000,rent,Dawaki,Dawaki,"Dawaki Extension, Dawaki, Abuja Dawaki Abuja",1,1,1,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",2PKMJ,10-Apr-26,24-Apr-26,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-dawaki-extension-dawaki-abuja-dawaki-abuja-2PKMJ
Newly Built 2 Bedroom Flat,4000000,rent,Dawaki,Dawaki,"By Modern Market, Dawaki Abuja",2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",0PFAT,01-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-by-modern-market-dawaki-abuja-0PFAT
2 Bedroom Flat,5000000,rent,Dawaki,Dawaki,"By News Engineering Dawaki, Abuja Dawaki Abuja",2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",2PDZU,20-Feb-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-by-news-engineering-dawaki-abuja-dawaki-abuja-2PDZU
2 Bedroom Flat,4000000,rent,Dawaki,Dawaki,"Dawaki By News Engineering, Dawaki, Abuja Dawaki Abuja",2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",2PFCY,02-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-dawaki-by-news-engineering-dawaki-abuja-dawaki-abuja-2PFCY
2 Bedroom Flat,4500000,rent,Dawaki,Dawaki,"By News Engineering, Dawaki Abuja",2,2,2,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",0PHEB,19-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-by-news-engineering-dawaki-abuja-0PHEB
Decent 2 Bedroom Flat,4000000,rent,Dawaki,Dawaki,"News Engineering, Dawaki Abuja",2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",2PEDH,22-Feb-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-news-engineering-dawaki-abuja-2PEDH
3 Bedroom Flat,4500000,rent,Dawaki,Dawaki,Dawaki Abuja Dawaki Abuja,3,3,4,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PFTY,06-Mar-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-dawaki-abuja-dawaki-abuja-3PFTY
2 Bedroom Flat,3000000,rent,Dawaki,Dawaki,"Dawaki News Engineering, Dawaki, Abuja Dawaki Abuja",2,2,2,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4PDGN,15-Feb-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-dawaki-news-engineering-dawaki-abuja-dawaki-abuja-4PDGN
Brand New 3 Bedroom Apartment,4500000,rent,Dawaki,Dawaki,Dawaki Abuja,3,4,4,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",5PKWP,13-Apr-26,23-Apr-26,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-dawaki-abuja-5PKWP
Beautiful 2 Bedroom Flat,4000000,rent,Dawaki,Dawaki,News Engineering Dawaki Abuja,2,2,,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PJJT,31-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-news-engineering-dawaki-abuja-3PJJT
2 Bedroom Flat Ensuite,4500000,rent,Dawaki,Dawaki,By News Engineering Dawaki Abuja,2,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",9PJQJ,01-Apr-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-rent-by-news-engineering-dawaki-abuja-9PJQJ
2 Bedroom Apartment,3500000,rent,Dawaki,Dawaki,Dawaki Abuja,2,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PEXQ,27-Feb-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-dawaki-abuja-8PEXQ
